PR,PR_API,ChatGPT_Link,Link_Status
https://github.com/featureform/featureform/pull/1195,https://api.github.com/repos/featureform/featureform/pulls/1195,https://chat.openai.com/g/g-qiridIddk-code-mentor,404
https://github.com/40LF0/couple_project_backend/pull/13,https://api.github.com/repos/40LF0/couple_project_backend/pulls/13,https://chat.openai.com/share/1d1b07f3-3908-46fa-801e-946a0fc5b48c,200
https://github.com/raspiblitz/raspiblitz/pull/4312,https://api.github.com/repos/raspiblitz/raspiblitz/pulls/4312,https://chat.openai.com/share/3e713490-b15c-4f9e-81e5-afbf31a2cabf,200
https://github.com/whatwg/urlpattern/pull/198,https://api.github.com/repos/whatwg/urlpattern/pulls/198,https://chat.openai.com/share/550e4e1f-39cf-4a01-8664-85cdbb399d2b,200
https://github.com/kube-hetzner/terraform-hcloud-kube-hetzner/pull/1091,https://api.github.com/repos/kube-hetzner/terraform-hcloud-kube-hetzner/pulls/1091,https://chat.openai.com/share/2e9050f1-2a75-4293-86d5-bef232fa4132,200
https://github.com/MatrixAI/Polykey/pull/604,https://api.github.com/repos/MatrixAI/Polykey/pulls/604,https://chat.openai.com/share/caaac780-4de6-4b1a-ab6a-68cd4ed58cd8,404
https://github.com/polywrap/evo.ninja/pull/629,https://api.github.com/repos/polywrap/evo.ninja/pulls/629,https://chat.openai.com/share/e1032759-1fc9-475c-b07a-7ffcd33050d5,200
https://github.com/netket/netket/pull/1631,https://api.github.com/repos/netket/netket/pulls/1631,https://chat.openai.com/share/eefd3861-16f7-4850-ac63-998784264c7b,200
https://github.com/SSWConsulting/SSW.Rules.Content/pull/7614,https://api.github.com/repos/SSWConsulting/SSW.Rules.Content/pulls/7614,https://chat.openai.com/share/d7be0b08-bdfc-4822-aa9a-bd4843e83078,200
https://github.com/asadm/playroom-unity/pull/43,https://api.github.com/repos/asadm/playroom-unity/pulls/43,https://chat.openai.com/share/ea8c8c00-eb88-48ed-ba62-0967a7b48b50,200
https://github.com/g12-4soat/tech-lanches/pull/66,https://api.github.com/repos/g12-4soat/tech-lanches/pulls/66,https://chat.openai.com/share/fdf5e03a-c4b0-498a-968c-8585714840d4,200
https://github.com/usatie/pong/pull/174,https://api.github.com/repos/usatie/pong/pulls/174,https://chat.openai.com/share/3b9e682b-9adb-464c-b749-e6aea774829d,200
https://github.com/usatie/pong/pull/138,https://api.github.com/repos/usatie/pong/pulls/138,https://chat.openai.com/share/3918b060-510b-4b3e-a94a-7cfaf1e2f996,200
https://github.com/sveltejs/learn.svelte.dev/pull/522,https://api.github.com/repos/sveltejs/learn.svelte.dev/pulls/522,https://chat.openai.com/share/fad5f67a-2f7e-45a4-a759-18e5b9aa44cb,200
https://github.com/airbytehq/airbyte/pull/33679,https://api.github.com/repos/airbytehq/airbyte/pulls/33679,https://chat.openai.com/share/eb500944-8bb6-43a1-b64e-5f901f4587c4,200
https://github.com/betagouv/beta.gouv.fr/pull/16244,https://api.github.com/repos/betagouv/beta.gouv.fr/pulls/16244,https://chat.openai.com/share/225a4d0a-6b61-4266-bc8c-e4ead7ceb80c,200
https://github.com/codeigniter4/CodeIgniter4/pull/8230,https://api.github.com/repos/codeigniter4/CodeIgniter4/pulls/8230,https://chat.openai.com/share/9437d9ca-6365-4070-b11b-9c31cede7a2a,200
https://github.com/itpplasma/libneo/pull/21,https://api.github.com/repos/itpplasma/libneo/pulls/21,https://chat.openai.com/share/e49e67a1-6caf-4448-abca-474b10e34acc,200
https://github.com/mdn/content/pull/30321,https://api.github.com/repos/mdn/content/pulls/30321,https://chat.openai.com/share/e875af6c-d468-4174-9740-0f869e229047,200
https://github.com/ory/elements/pull/171,https://api.github.com/repos/ory/elements/pulls/171,https://chat.openai.com/share/b85618ff-b1c3-4c28-b36f-44d35556216c,200
https://github.com/hacktoberfestkorea/hacktoberfestkorea/pull/241,https://api.github.com/repos/hacktoberfestkorea/hacktoberfestkorea/pulls/241,https://chat.openai.com/share/3b0ce9bc-448c-4ba4-946b-300b6cad74f1,200
https://github.com/unity-atoms/unity-atoms/pull/448,https://api.github.com/repos/unity-atoms/unity-atoms/pulls/448,https://chat.openai.com/share/d30de92e-1ced-4eab-b255-e035079d1a5d ,200
https://github.com/Altinn/altinn-broker/pull/259,https://api.github.com/repos/Altinn/altinn-broker/pulls/259,https://chat.openai.com/share/b7853f70-84b8-477b-9879-a93a51215f81,200
https://github.com/rotary-genomics/rotary/pull/57,https://api.github.com/repos/rotary-genomics/rotary/pulls/57,https://chat.openai.com/share/930460eb-2687-4e57-b683-e06ec3074eee,200
https://github.com/kazuki1023/hackathon202402/pull/2,https://api.github.com/repos/kazuki1023/hackathon202402/pulls/2,https://chat.openai.com/share/723e9518-cf93-46a9-ab95-71e3c07bc362,200
https://github.com/kbss-cvut/fta-fmea-ui/pull/153,https://api.github.com/repos/kbss-cvut/fta-fmea-ui/pulls/153,https://chat.openai.com/share/3bb73e47-e805-4b43-bc0a-7aa4caf88796,200
https://github.com/shakacode/heroku-to-control-plane/pull/114,https://api.github.com/repos/shakacode/heroku-to-control-plane/pulls/114,https://chat.openai.com/share/e62c8db1-0622-4617-b8a6-5c3a4d82f387,200
https://github.com/pokt-network/poktroll/pull/338,https://api.github.com/repos/pokt-network/poktroll/pulls/338,https://chat.openai.com/share/d2590505-31e2-4e34-be93-8e4fabf8d872,200
https://github.com/pokt-network/poktroll/pull/185,https://api.github.com/repos/pokt-network/poktroll/pulls/185,https://chat.openai.com/share/d68981db-26e1-431c-841d-2bb31096c0c9,200
https://github.com/pokt-network/poktroll/pull/284,https://api.github.com/repos/pokt-network/poktroll/pulls/284,https://chat.openai.com/share/286502d2-021b-4caa-8c90-eb6138a57c01,200
https://github.com/pokt-network/poktroll/pull/220,https://api.github.com/repos/pokt-network/poktroll/pulls/220,https://chat.openai.com/share/8f5daa07-dc01-4434-a978-c728923f6e78,200
https://github.com/jsdom/jsdom/pull/3644,https://api.github.com/repos/jsdom/jsdom/pulls/3644,https://chat.openai.com/share/3892a3b2-1c1c-4b9c-9a0f-fe3df1c317ae,200
https://github.com/testsigmahq/testsigma-docs/pull/349,https://api.github.com/repos/testsigmahq/testsigma-docs/pulls/349,https://chat.openai.com/share/85b5da6d-9524-45e7-be53-a9902a332724,200
https://github.com/customerio/gist-web/pull/25,https://api.github.com/repos/customerio/gist-web/pulls/25,https://chat.openai.com/share/d0c2a3ac-6225-4817-aa9c-6202305ff9d2,200
https://github.com/hufscheer/client/pull/119,https://api.github.com/repos/hufscheer/client/pulls/119,https://chat.openai.com/share/e693f6f2-de5a-4f90-a49f-8d95b8740ebb,200
https://github.com/jxnl/instructor/pull/186,https://api.github.com/repos/jxnl/instructor/pulls/186,https://chat.openai.com/share/51b5e459-6956-4591-b8a9-beeae0401063,200
https://github.com/VOICEVOX/voicevox_core/pull/655,https://api.github.com/repos/VOICEVOX/voicevox_core/pulls/655,https://chat.openai.com/share/ea95f20d-b69c-47e3-96cc-5f7872077d53,200
https://github.com/boostcampwm2023/web15-BaekjoonRooms/pull/50,https://api.github.com/repos/boostcampwm2023/web15-BaekjoonRooms/pulls/50,https://chat.openai.com/share/13cc5a56-d758-407e-bc55-2ad0711bd719,200
https://github.com/unoplatform/workshops/pull/128,https://api.github.com/repos/unoplatform/workshops/pulls/128,https://chat.openai.com/share/d633a7b6-1b3c-4730-a60b-96dfd97baa0a,200
https://github.com/codecrafters-io/frontend/pull/1061,https://api.github.com/repos/codecrafters-io/frontend/pulls/1061,https://chat.openai.com/share/d668d64c-182e-4e9d-8e17-6517d91fc65e,200
https://github.com/JuliaDocs/Documenter.jl/pull/2394,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/2394,https://chat.openai.com/share/a5c0b599-79f0-46e5-9840-74984896d398,200
https://github.com/VOICEVOX/voicevox_engine/pull/904,https://api.github.com/repos/VOICEVOX/voicevox_engine/pulls/904,https://chat.openai.com/share/cb0a7a43-fbff-4876-801a-921c90ed5618,200
https://github.com/SalesforceCommerceCloud/pwa-kit/pull/1528,https://api.github.com/repos/SalesforceCommerceCloud/pwa-kit/pulls/1528,https://chat.openai.com/share/d5a18a26-08b3-47ea-a1ac-952dee512285,200
https://github.com/seamapi/seam-cli/pull/68,https://api.github.com/repos/seamapi/seam-cli/pulls/68,https://chat.openai.com/share/82aa4e7b-43c4-4279-bb33-a347d85e4216,200
https://github.com/groundlight/python-sdk/pull/142,https://api.github.com/repos/groundlight/python-sdk/pulls/142,https://chat.openai.com/share/c2b2ef08-7577-41d6-890d-01a8ddab9517,200
https://github.com/Bananapus/nana-core/pull/37,https://api.github.com/repos/Bananapus/nana-core/pulls/37,https://chat.openai.com/share/94d9b5cd-bd5e-4dfd-a11e-39cef1f0634e,200
https://github.com/daydule/odyssey-frontend/pull/29,https://api.github.com/repos/daydule/odyssey-frontend/pulls/29,https://chat.openai.com/share/a9452ad4-6b33-40a9-9e73-6d85fd5bd8fc,200
https://github.com/daydule/odyssey-frontend/pull/22,https://api.github.com/repos/daydule/odyssey-frontend/pulls/22,https://chat.openai.com/share/adc90fb5-54c2-4f1c-8b17-e2928e556b02,404
https://github.com/chatwoot/chatwoot/pull/8136,https://api.github.com/repos/chatwoot/chatwoot/pulls/8136,https://chat.openai.com/share/781e05cf-afab-488d-afb3-4885e7df3d82,200
https://github.com/maybe-finance/maybe/pull/228,https://api.github.com/repos/maybe-finance/maybe/pulls/228,https://chat.openai.com/share/dffc98d6-e9ea-4513-8914-d431c2a3cae6,200
https://github.com/pyg-team/pytorch-frame/pull/281,https://api.github.com/repos/pyg-team/pytorch-frame/pulls/281,https://chat.openai.com/share/3506c8b0-4810-42f2-a23a-a9d4e3c38fe4,200
https://github.com/sablier-labs/v2-core/pull/734,https://api.github.com/repos/sablier-labs/v2-core/pulls/734,https://chat.openai.com/share/cc9100d2-7294-42bc-b579-a3ef5c79e194,200
https://github.com/cyface-de/android-backend/pull/289,https://api.github.com/repos/cyface-de/android-backend/pulls/289,https://chat.openai.com/share/f67d4e61-6866-4176-9a1f-c120f083baaa,404
https://github.com/mlflow/mlflow/pull/9991,https://api.github.com/repos/mlflow/mlflow/pulls/9991,https://chat.openai.com/share/372cbd76-25c3-4fef-840b-2b826d44588b,200
https://github.com/facebookresearch/llama-recipes/pull/279,https://api.github.com/repos/facebookresearch/llama-recipes/pulls/279,https://chat.openai.com/share/d289e3f8-9d84-4eea-b4d0-fafd752150c9,200
