PR,PR_API,ChatGPT_Link,Link_Status
https://github.com/IDinsight/ask-a-question/pull/205,https://api.github.com/repos/IDinsight/ask-a-question/pulls/205,https://chat.openai.com/share/6a7f2050-4a0e-4b9b-b364-413a6fdd84cb,200
https://github.com/GuilhermeAGouveia/heuristic-scientific-research/pull/60,https://api.github.com/repos/GuilhermeAGouveia/heuristic-scientific-research/pulls/60,https://chat.openai.com/share/dbc40d9b-06ae-4f40-b550-fd4738a091f7,200
https://github.com/aleph-im/aleph-vm/pull/460,https://api.github.com/repos/aleph-im/aleph-vm/pulls/460,https://chat.openai.com/share/ab62f92d-e548-4bee-8039-7488d2cebc16,200
https://github.com/Zekarant/Mangas-Fan-V8/pull/13,https://api.github.com/repos/Zekarant/Mangas-Fan-V8/pulls/13,https://chat.openai.com/share/2f5541f0-f0cd-4fce-bbf7-b919d5b282c6,200
https://github.com/vigneshp25/VigneshAngularProject/pull/3,https://api.github.com/repos/vigneshp25/VigneshAngularProject/pulls/3,https://chat.openai.com/share/b8e6d988-f7ac-4bec-8b0c-1ce030538582,200
https://github.com/aziontech/docs/pull/930,https://api.github.com/repos/aziontech/docs/pulls/930,https://chat.openai.com/share/b32ea692-cbff-4767-a841-ddcb23b861e8,200
https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/238,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP3-Barbell/pulls/238,https://chat.openai.com/share/3727054b-5519-4170-97fa-ba85ecae86ac,200
https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/107,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pulls/107,https://chat.openai.com/share/c08923f2-f346-4f75-a701-32493ae2bd22,200
https://github.com/memfault/interrupt/pull/469,https://api.github.com/repos/memfault/interrupt/pulls/469,https://chat.openai.com/share/b275dd72-bc8b-4faf-8a10-6fd368210896,200
https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/116,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pulls/116, https://chat.openai.com/share/07387c2a-9e89-4fc2-86b7-74fe719ac0e5,200
https://github.com/VOICEVOX/voicevox_engine/pull/1209,https://api.github.com/repos/VOICEVOX/voicevox_engine/pulls/1209,https://chatgpt.com/share/8fc22017-8d4c-44db-a22b-b23b47fbb5a7,200
https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/258,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP3-Barbell/pulls/258,https://chat.openai.com/share/32926458-88e0-430c-a875-85edf02efb96,200
https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/105,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pulls/105,https://chat.openai.com/share/99bdb8b7-3f81-4270-bffc-abb527dea8bf,200
https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/120,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pulls/120,https://chatgpt.com/share/02544161-0bdf-4b7e-8644-18d39aa174ff,200
https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/208,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP3-Barbell/pulls/208,https://chat.openai.com/share/e4dfc48b-7b4a-4dc4-881c-93505d5d52d6,200
https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/229,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP3-Barbell/pulls/229,https://chat.openai.com/share/5e4a70ec-4936-4500-9821-d89ec43df531,200
https://github.com/chatwoot/chatwoot/pull/8231,https://api.github.com/repos/chatwoot/chatwoot/pulls/8231,https://chat.openai.com/share/4ebcdaf3-79aa-495d-b25b-c53ac7197eed,200
https://github.com/box/developer.box.com/pull/533,https://api.github.com/repos/box/developer.box.com/pulls/533,https://chatgpt.com/share/4f37cdd1-acdb-4539-b134-9d7a54393a45,200
https://github.com/supabase/supabase/pull/21827,https://api.github.com/repos/supabase/supabase/pulls/21827,https://chat.openai.com/share/85cdc4a0-fac6-45c9-a775-3ed14b5116b3,200
https://github.com/UNLV-CS472-672/2024-S-GROUP5-Munch/pull/76,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP5-Munch/pulls/76,https://chat.openai.com/share/0b43a2b9-8681-4026-9516-106f76f2b73d,200
https://github.com/Hochfrequenz/migmose/pull/41,https://api.github.com/repos/Hochfrequenz/migmose/pulls/41,https://chat.openai.com/share/c3c36228-ba52-40cc-a223-95556c5447b4,200
https://github.com/hvdv99/DataBridge/pull/10,https://api.github.com/repos/hvdv99/DataBridge/pulls/10,https://chat.openai.com/share/57672d31-0455-4403-b124-2d36631cd1d2,200
https://github.com/EthicApp-Development/ethicapp-main/pull/301,https://api.github.com/repos/EthicApp-Development/ethicapp-main/pulls/301,https://chat.openai.com/share/c7183873-b4c6-4228-9279-0730c085ca1c,200
https://github.com/elabftw/elabdoc/pull/26,https://api.github.com/repos/elabftw/elabdoc/pulls/26,https://chat.openai.com/share/28480158-02d0-41b0-88e4-82fbf7c3c078,200
https://github.com/UNLV-CS472-672/2024-S-GROUP5-Munch/pull/47,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP5-Munch/pulls/47,https://chat.openai.com/share/c2c6fe50-55ff-4e8a-885c-4040c6c9dc99,200
https://github.com/NewGraphEnvironment/fish_passage_skeena_2023_reporting/pull/68,https://api.github.com/repos/NewGraphEnvironment/fish_passage_skeena_2023_reporting/pulls/68,https://chat.openai.com/share/66fbf7ce-ae9f-4b57-8988-4c25a0872d90,200
https://github.com/dotnet/aspire/pull/2949,https://api.github.com/repos/dotnet/aspire/pulls/2949,https://chat.openai.com/share/e040c7e7-ff28-4617-a32b-68811e08cd14,200
https://github.com/munch2024/munch/pull/82,https://api.github.com/repos/munch2024/munch/pulls/82,https://chat.openai.com/share/ba9f7701-ee2b-4cf2-ba2a-fc995440759b,200
https://github.com/whatwg/html-build/pull/291,https://api.github.com/repos/whatwg/html-build/pulls/291,https://chat.openai.com/share/fa746c1a-403f-4611-bce7-7277e21114d8,200
https://github.com/VOICEVOX/voicevox/pull/1934,https://api.github.com/repos/VOICEVOX/voicevox/pulls/1934,https://chat.openai.com/share/562ffbce-bc50-416e-9bac-ed200097b24c,200
https://github.com/gradio-app/gradio/pull/7918,https://api.github.com/repos/gradio-app/gradio/pulls/7918,https://chat.openai.com/share/d5a7ada5-93e5-4119-86ae-c2d3bec553b4,200
https://github.com/ogawa-shotaro/Todo-App/pull/12,https://api.github.com/repos/ogawa-shotaro/Todo-App/pulls/12,https://chatgpt.com/share/e892ddea-a713-40f9-a582-2f8526a6c5ac,200
https://github.com/leptonSystems/sendbox/pull/3,https://api.github.com/repos/leptonSystems/sendbox/pulls/3,https://chatgpt.com/share/36044afe-8be9-47fe-87c7-0bcaa6ab7297,200
https://github.com/dantol29/webserver/pull/318,https://api.github.com/repos/dantol29/webserver/pulls/318,https://chatgpt.com/share/1a11553b-cd4d-4b5b-af77-27be8a84f2a6,200
https://github.com/All-Hands-AI/OpenHands/pull/1204,https://api.github.com/repos/All-Hands-AI/OpenHands/pulls/1204,https://chatgpt.com/share/7214f2e7-853c-46dd-844a-5de6af6934da,200
https://github.com/Snapchain/zkevm-bridge-ui/pull/1,https://api.github.com/repos/Snapchain/zkevm-bridge-ui/pulls/1,https://chat.openai.com/share/5b5fd8b5-d766-41c4-8312-4c887e29ec6e,200
https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/228,https://api.github.com/repos/UNLV-CS472-672/2024-S-GROUP3-Barbell/pulls/228,https://chat.openai.com/share/2f031d05-f348-4802-802c-9dc8eb68114a,200
https://github.com/jaoafa/VCSpeaker.kt/pull/70,https://api.github.com/repos/jaoafa/VCSpeaker.kt/pulls/70,https://chat.openai.com/share/be37cf76-8d76-4db7-a056-129e216f0fad,200
https://github.com/plausible/analytics/pull/3921,https://api.github.com/repos/plausible/analytics/pulls/3921,https://chat.openai.com/share/26fdb3bc-1301-42f9-bf86-65b90e105e04,200
https://github.com/sign-language-processing/sign-language-processing.github.io/pull/37,https://api.github.com/repos/sign-language-processing/sign-language-processing.github.io/pulls/37,https://chatgpt.com/share/c720d444-a505-491e-b131-78e03e10e700,200
https://github.com/badass-courses/course-builder/pull/83,https://api.github.com/repos/badass-courses/course-builder/pulls/83,https://chat.openai.com/share/ba3beff6-497b-4bcb-bed6-e93e3412fb0d,200
https://github.com/monarch-initiative/mondo-ingest/pull/521,https://api.github.com/repos/monarch-initiative/mondo-ingest/pulls/521,https://chatgpt.com/share/3b6942a1-8152-4345-b1cd-763dd4403e2a,200
https://github.com/carrot-stick/design-system/pull/12,https://api.github.com/repos/carrot-stick/design-system/pulls/12,https://chat.openai.com/share/6165a646-8fce-4c97-9ac6-b348c228c451,200
https://github.com/JanusGraph/janusgraph/pull/4409,https://api.github.com/repos/JanusGraph/janusgraph/pulls/4409,https://chat.openai.com/share/66e78f9e-2a4a-4d93-a87d-67b946c051dd,200
https://github.com/formbricks/formbricks/pull/2351,https://api.github.com/repos/formbricks/formbricks/pulls/2351,https://chat.openai.com/share/8dd8b0a2-a3d0-49a6-99dd-ff60b0b7445f,200
https://github.com/pokt-foundation/pocket-go/pull/93,https://api.github.com/repos/pokt-foundation/pocket-go/pulls/93,https://chat.openai.com/share/111342f3-0045-4e71-b24b-4e2b8822dd25,200
https://github.com/plausible/analytics/pull/3905,https://api.github.com/repos/plausible/analytics/pulls/3905,https://chat.openai.com/share/aa80093e-3f71-43af-9f48-87d7c622311d,200
https://github.com/GNAR1ZARD/Group8/pull/55,https://api.github.com/repos/GNAR1ZARD/Group8/pulls/55,https://chat.openai.com/share/42e2bcb4-d57a-4e5d-a82c-8f21830afc98,200
https://github.com/StuartGavidia/businessapp/pull/35,https://api.github.com/repos/StuartGavidia/businessapp/pulls/35,https://chat.openai.com/share/1e410029-c111-4fde-be74-6c4e792d0722,200
https://github.com/Northeastern-Electric-Racing/FinishLine/pull/2021,https://api.github.com/repos/Northeastern-Electric-Racing/FinishLine/pulls/2021,https://chat.openai.com/share/d0692ab8-4656-44bd-b06e-3c99511ac1fc,200
https://github.com/citizenwallet/smartcontracts/pull/13,https://api.github.com/repos/citizenwallet/smartcontracts/pulls/13,https://chat.openai.com/share/e997b2ff-8f3a-4b29-9535-f9d5b361cad5,200
https://github.com/ubiquity/devpool-directory/pull/1062,https://api.github.com/repos/ubiquity/devpool-directory/pulls/1062,https://chat.openai.com/share/47cc89cc-cd67-4f68-931f-fe6e1b81ba5e,200
https://github.com/primer-io/primer-sdk-ios/pull/816,https://api.github.com/repos/primer-io/primer-sdk-ios/pulls/816,https://chat.openai.com/share/d46123f6-2304-4a15-9f7d-2bb7fe58dabc,200
https://github.com/AdamAkiva/dashboard/pull/14,https://api.github.com/repos/AdamAkiva/dashboard/pulls/14,https://chat.openai.com/share/b987db53-c011-477c-855f-6234268a0e29,200
https://github.com/firezone/firezone/pull/3621,https://api.github.com/repos/firezone/firezone/pulls/3621,https://chat.openai.com/share/b1bb1f8c-b376-42fe-a887-4499cf141b31,200
https://github.com/frequenz-floss/frequenz-api-weather/pull/89,https://api.github.com/repos/frequenz-floss/frequenz-api-weather/pulls/89,https://chat.openai.com/share/4394f8f0-d423-4f92-8504-5a3d14a872b7,200
https://github.com/nishiki-tech/nishiki-frontend/pull/271,https://api.github.com/repos/nishiki-tech/nishiki-frontend/pulls/271,https://chat.openai.com/share/e5429575-91aa-4585-9332-aa926bfd0085,200
https://github.com/PolicyEngine/policyengine-us/pull/3987,https://api.github.com/repos/PolicyEngine/policyengine-us/pulls/3987,https://chat.openai.com/share/d6d99f81-13ab-4301-a7e1-a6cf2a0f1638,200
https://github.com/VOICEVOX/voicevox/pull/1859,https://api.github.com/repos/VOICEVOX/voicevox/pulls/1859,https://chat.openai.com/share/b17896cb-ffc4-4c2e-9911-44ac33e43e22,200
https://github.com/cataclysmbnteam/Cataclysm-BN/pull/4241,https://api.github.com/repos/cataclysmbnteam/Cataclysm-BN/pulls/4241,https://chat.openai.com/share/d2416d7e-6d2e-467f-9099-2bef1b29b279,200
https://github.com/devhatt/pet-dex-backend/pull/67,https://api.github.com/repos/devhatt/pet-dex-backend/pulls/67,https://chat.openai.com/share/1a144e3c-d26a-4ac5-b5a9-a8c31d7ec365,200
https://github.com/starknet-id/app.starknet.id/pull/766,https://api.github.com/repos/starknet-id/app.starknet.id/pulls/766,https://chat.openai.com/share/1fae6f03-023c-4c37-a078-f3a3b65f7f74,200
https://github.com/faker-js/faker/pull/2724,https://api.github.com/repos/faker-js/faker/pulls/2724,https://chat.openai.com/share/cda15592-1515-461c-8245-0f676d3b6f0e,200
https://github.com/hufscheer/client/pull/119,https://api.github.com/repos/hufscheer/client/pulls/119,https://chat.openai.com/share/e693f6f2-de5a-4f90-a49f-8d95b8740ebb,200
https://github.com/NixOS/foundation/pull/144,https://api.github.com/repos/NixOS/foundation/pulls/144,https://chat.openai.com/share/5f30ffc2-94fd-41c2-8014-3b77393d3c79,200
https://github.com/open-truss/open-truss/pull/113,https://api.github.com/repos/open-truss/open-truss/pulls/113,https://chat.openai.com/share/ed5782e6-2008-4a16-93fe-762d807b4156,200
https://github.com/VOICEVOX/voicevox_engine/pull/1122,https://api.github.com/repos/VOICEVOX/voicevox_engine/pulls/1122,https://chat.openai.com/share/16789f4e-aa4b-4baa-bef3-eab3170ab67d,200
https://github.com/dantol29/webserver/pull/147,https://api.github.com/repos/dantol29/webserver/pulls/147,https://chat.openai.com/share/2b9c431e-827a-48d5-821f-0395b7f2b022,200
https://github.com/shakacode/shakapacker/pull/430,https://api.github.com/repos/shakacode/shakapacker/pulls/430,https://chat.openai.com/share/d33fe865-defd-41df-ac89-4db307a71052,200
https://github.com/sympy/sympy/pull/26098,https://api.github.com/repos/sympy/sympy/pulls/26098,https://chat.openai.com/share/04013baf-f595-4f76-a101-3d998f552644,200
https://github.com/jwjacobson/jazztunes/pull/65,https://api.github.com/repos/jwjacobson/jazztunes/pulls/65,https://chat.openai.com/share/8242fb00-dd2a-4891-8318-935b7fd1d136,200
https://github.com/BitBoxSwiss/bitbox-wallet-app/pull/2415,https://api.github.com/repos/BitBoxSwiss/bitbox-wallet-app/pulls/2415,https://chat.openai.com/share/4c3f44d9-5a73-4605-abfe-a1e5daf5e21c,200
https://github.com/SuffolkLITLab/docassemble-AssemblyLine-documentation/pull/404,https://api.github.com/repos/SuffolkLITLab/docassemble-AssemblyLine-documentation/pulls/404,https://chat.openai.com/share/b931b58a-5082-4d3c-8206-cdfda580ddf1,200
https://github.com/g12-4soat/tech-lanches/pull/66,https://api.github.com/repos/g12-4soat/tech-lanches/pulls/66,https://chat.openai.com/share/fdf5e03a-c4b0-498a-968c-8585714840d4,200
https://github.com/ubiquibot/conversation-rewards/pull/3,https://api.github.com/repos/ubiquibot/conversation-rewards/pulls/3,https://chat.openai.com/share/3206263b-ba8d-4c4c-9890-5264fd0bdb02,200
https://github.com/gnosis/prediction-market-agent-tooling/pull/133,https://api.github.com/repos/gnosis/prediction-market-agent-tooling/pulls/133,https://chat.openai.com/share/182af04d-62b0-4a58-9971-67b4ba9390b0,200
https://github.com/ar-io/arns-react/pull/374,https://api.github.com/repos/ar-io/arns-react/pulls/374,https://chat.openai.com/share/b76314ca-ff74-4aeb-8c79-858e59471daa,200
https://github.com/PolicyEngine/policyengine-us/pull/3275,https://api.github.com/repos/PolicyEngine/policyengine-us/pulls/3275,https://chat.openai.com/share/46cfecf8-fe9f-4520-8d59-a2a9f2c819a2,200
https://github.com/boostcampwm2023/baekjoonrooms/pull/50,https://api.github.com/repos/boostcampwm2023/baekjoonrooms/pulls/50,https://chat.openai.com/share/13cc5a56-d758-407e-bc55-2ad0711bd719,200
https://github.com/lamalab-org/chem-bench/pull/93,https://api.github.com/repos/lamalab-org/chem-bench/pulls/93,https://chat.openai.com/share/06691ecd-c011-43e4-8303-5c48a9833040,200
https://github.com/shay-te/core-lib/pull/140,https://api.github.com/repos/shay-te/core-lib/pulls/140,https://chat.openai.com/share/7a332a5f-2cfc-4b29-9a8a-31f0095a7833,200
https://github.com/bacalhau-project/bacalhau/pull/3959,https://api.github.com/repos/bacalhau-project/bacalhau/pulls/3959,https://chat.openai.com/share/86420fb0-4fd3-4183-a0dd-6cf8dff43b28,200
https://github.com/VOICEVOX/voicevox_core/pull/761,https://api.github.com/repos/VOICEVOX/voicevox_core/pulls/761,https://chat.openai.com/share/2cd7f563-fb91-4460-a3e6-5787f17b6ed4,200
https://github.com/shakacode/control-plane-flow/pull/114,https://api.github.com/repos/shakacode/control-plane-flow/pulls/114,https://chat.openai.com/share/e62c8db1-0622-4617-b8a6-5c3a4d82f387,200
https://github.com/bystrogenomics/bystro/pull/385,https://api.github.com/repos/bystrogenomics/bystro/pulls/385,https://chat.openai.com/share/9ba20cbd-2b6b-4aea-ad60-78e3fa03e861,200
https://github.com/VOICEVOX/voicevox/pull/1844,https://api.github.com/repos/VOICEVOX/voicevox/pulls/1844,https://chat.openai.com/share/3103c4d2-2727-4adc-9afe-e6ca6e2d2f9e,200
https://github.com/2DegreesInvesting/tiltIndicatorAfter/pull/214,https://api.github.com/repos/2DegreesInvesting/tiltIndicatorAfter/pulls/214,https://chat.openai.com/share/237e22e8-649d-4c1a-b83a-1d5995583731,200
https://github.com/VOICEVOX/voicevox/pull/1836,https://api.github.com/repos/VOICEVOX/voicevox/pulls/1836,https://chat.openai.com/share/88524905-a324-4a6c-b54e-96d26ad06def,200
https://github.com/BitBoxSwiss/bitbox-wallet-app/pull/2368,https://api.github.com/repos/BitBoxSwiss/bitbox-wallet-app/pulls/2368,https://chat.openai.com/share/f7b28f24-d71f-4502-9fa9-0b79b0e7cc20,200
https://github.com/annuaire-entreprises-data-gouv-fr/site/pull/796,https://api.github.com/repos/annuaire-entreprises-data-gouv-fr/site/pulls/796,https://chat.openai.com/share/caad291b-920c-4e2e-bcc1-04c191f2d587,200
https://github.com/meta-llama/llama-recipes/pull/279,https://api.github.com/repos/meta-llama/llama-recipes/pulls/279,https://chat.openai.com/share/d289e3f8-9d84-4eea-b4d0-fafd752150c9,200
https://github.com/g12-4soat/techlanches-lambda-auth/pull/1,https://api.github.com/repos/g12-4soat/techlanches-lambda-auth/pulls/1,https://chat.openai.com/share/7e8febae-38ae-4b44-ae2e-9b8cc8b4b0da,200
